Vaccine,Geography Type,Geography,FIPS,Survey Year,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Pneumococcal,Counties,Hidalgo,48215,2019,18-64 Years at Increased Risk,Overall,23.0,21.3 to 24.9,
Pneumococcal,Counties,Highland,39071,2019,18-64 Years at Increased Risk,Overall,32.9,30.9 to 35.0,
Pneumococcal,Counties,Highland,51091,2019,18-64 Years at Increased Risk,Overall,37.6,34.8 to 40.3,
Pneumococcal,Counties,Highlands,12055,2019,18-64 Years at Increased Risk,Overall,27.2,26.0 to 28.3,
Pneumococcal,Counties,Hill,30041,2019,18-64 Years at Increased Risk,Overall,33.5,31.8 to 35.1,
Pneumococcal,Counties,Hill,48217,2019,18-64 Years at Increased Risk,Overall,31.6,30.0 to 33.3,
Pneumococcal,Counties,Hillsborough,12057,2019,18-64 Years at Increased Risk,Overall,30.1,28.8 to 31.2,
Pneumococcal,Counties,Hillsborough,33011,2019,18-64 Years at Increased Risk,Overall,39.6,38.1 to 41.2,
Pneumococcal,Counties,Hillsdale,26059,2019,18-64 Years at Increased Risk,Overall,32.0,29.7 to 34.1,
Pneumococcal,Counties,Hinds,28049,2019,18-64 Years at Increased Risk,Overall,25.1,23.7 to 26.5,
Pneumococcal,Counties,Hinsdale,08053,2019,18-64 Years at Increased Risk,Overall,37.2,35.7 to 38.7,
Pneumococcal,Counties,Hitchcock,31087,2019,18-64 Years at Increased Risk,Overall,34.9,32.8 to 36.9,
Pneumococcal,Counties,Hocking,39073,2019,18-64 Years at Increased Risk,Overall,36.9,34.7 to 39.2,
Pneumococcal,Counties,Hockley,48219,2019,18-64 Years at Increased Risk,Overall,28.9,27.2 to 30.7,
Pneumococcal,Counties,Hodgeman,20083,2019,18-64 Years at Increased Risk,Overall,34.5,32.4 to 36.5,
Pneumococcal,Counties,Hoke,37093,2019,18-64 Years at Increased Risk,Overall,33.0,31.8 to 34.3,
Pneumococcal,Counties,Holmes,12059,2019,18-64 Years at Increased Risk,Overall,28.5,26.8 to 30.1,
Pneumococcal,Counties,Holmes,28051,2019,18-64 Years at Increased Risk,Overall,19.2,17.8 to 20.6,
Pneumococcal,Counties,Holmes,39075,2019,18-64 Years at Increased Risk,Overall,31.2,29.0 to 33.5,
Pneumococcal,Counties,Holt,29087,2019,18-64 Years at Increased Risk,Overall,33.7,31.4 to 36.1,
Pneumococcal,Counties,Holt,31089,2019,18-64 Years at Increased Risk,Overall,33.8,31.9 to 35.8,
Pneumococcal,Counties,Honolulu,15003,2019,18-64 Years at Increased Risk,Overall,28.5,27.7 to 29.4,
Pneumococcal,Counties,Hood,48221,2019,18-64 Years at Increased Risk,Overall,33.9,32.0 to 35.8,
Pneumococcal,Counties,Hood River,41027,2019,18-64 Years at Increased Risk,Overall,32.5,30.7 to 34.3,
Pneumococcal,Counties,Hooker,31091,2019,18-64 Years at Increased Risk,Overall,35.2,32.9 to 37.5,
Pneumococcal,Counties,Hoonah-Angoon Census Area,02105,2019,18-64 Years at Increased Risk,Overall,30.0,28.6 to 31.5,
Pneumococcal,Counties,Hopewell city,51670,2019,18-64 Years at Increased Risk,Overall,33.2,31.7 to 34.6,
Pneumococcal,Counties,Hopkins,21107,2019,18-64 Years at Increased Risk,Overall,32.6,30.8 to 34.4,
Pneumococcal,Counties,Hopkins,48223,2019,18-64 Years at Increased Risk,Overall,31.5,29.9 to 33.1,
Pneumococcal,Counties,Horry,45051,2019,18-64 Years at Increased Risk,Overall,31.6,30.3 to 33.0,
Pneumococcal,Counties,Hot Spring,05059,2019,18-64 Years at Increased Risk,Overall,29.8,28.1 to 31.5,
Pneumococcal,Counties,Hot Springs,56017,2019,18-64 Years at Increased Risk,Overall,33.9,31.9 to 35.8,
Pneumococcal,Counties,Houghton,26061,2019,18-64 Years at Increased Risk,Overall,35.6,32.8 to 38.3,
Pneumococcal,Counties,Houston,01069,2019,18-64 Years at Increased Risk,Overall,31.8,30.3 to 33.2,
Pneumococcal,Counties,Houston,13153,2019,18-64 Years at Increased Risk,Overall,31.5,30.2 to 32.8,
Pneumococcal,Counties,Houston,27055,2019,18-64 Years at Increased Risk,Overall,38.1,35.8 to 40.5,
Pneumococcal,Counties,Houston,47083,2019,18-64 Years at Increased Risk,Overall,32.5,30.5 to 34.8,
Pneumococcal,Counties,Houston,48225,2019,18-64 Years at Increased Risk,Overall,28.9,27.5 to 30.4,
Pneumococcal,Counties,Howard,05061,2019,18-64 Years at Increased Risk,Overall,28.6,27.2 to 30.1,
Pneumococcal,Counties,Howard,18067,2019,18-64 Years at Increased Risk,Overall,31.3,29.5 to 32.9,
Pneumococcal,Counties,Howard,19089,2019,18-64 Years at Increased Risk,Overall,34.5,32.2 to 36.7,
Pneumococcal,Counties,Howard,24027,2019,18-64 Years at Increased Risk,Overall,35.4,34.4 to 36.4,
Pneumococcal,Counties,Howard,29089,2019,18-64 Years at Increased Risk,Overall,33.3,31.1 to 35.5,
Pneumococcal,Counties,Howard,31093,2019,18-64 Years at Increased Risk,Overall,36.7,34.6 to 38.8,
Pneumococcal,Counties,Howard,48227,2019,18-64 Years at Increased Risk,Overall,28.7,27.2 to 30.3,
Pneumococcal,Counties,Howell,29091,2019,18-64 Years at Increased Risk,Overall,31.7,29.8 to 33.9,
Pneumococcal,Counties,Hubbard,27057,2019,18-64 Years at Increased Risk,Overall,37.5,35.4 to 39.6,
Pneumococcal,Counties,Hudspeth,48229,2019,18-64 Years at Increased Risk,Overall,23.9,22.6 to 25.3,
Pneumococcal,Counties,Huerfano,08055,2019,18-64 Years at Increased Risk,Overall,33.9,32.1 to 35.7,
Pneumococcal,Counties,Hughes,40063,2019,18-64 Years at Increased Risk,Overall,34.0,32.5 to 35.6,
Pneumococcal,Counties,Hughes,46065,2019,18-64 Years at Increased Risk,Overall,35.2,33.2 to 37.1,
Pneumococcal,Counties,Humboldt,06023,2019,18-64 Years at Increased Risk,Overall,32.9,31.3 to 34.7,
Pneumococcal,Counties,Humboldt,19091,2019,18-64 Years at Increased Risk,Overall,34.5,32.3 to 36.5,
Pneumococcal,Counties,Humboldt,32013,2019,18-64 Years at Increased Risk,Overall,28.7,27.2 to 30.2,
Pneumococcal,Counties,Humphreys,28053,2019,18-64 Years at Increased Risk,Overall,23.9,22.2 to 25.5,
Pneumococcal,Counties,Humphreys,47085,2019,18-64 Years at Increased Risk,Overall,32.3,30.2 to 34.5,
Pneumococcal,Counties,Hunt,48231,2019,18-64 Years at Increased Risk,Overall,31.8,30.2 to 33.4,
Pneumococcal,Counties,Huntingdon,42061,2019,18-64 Years at Increased Risk,Overall,33.0,31.0 to 35.2,
Pneumococcal,Counties,Huntington,18069,2019,18-64 Years at Increased Risk,Overall,33.4,31.3 to 35.5,
Pneumococcal,Counties,Huron,26063,2019,18-64 Years at Increased Risk,Overall,33.1,30.9 to 35.3,
Pneumococcal,Counties,Huron,39077,2019,18-64 Years at Increased Risk,Overall,31.1,29.2 to 33.0,
Pneumococcal,Counties,Hutchinson,46067,2019,18-64 Years at Increased Risk,Overall,35.4,33.1 to 37.8,
Pneumococcal,Counties,Hutchinson,48233,2019,18-64 Years at Increased Risk,Overall,30.4,28.8 to 32.1,
Pneumococcal,Counties,Hyde,37095,2019,18-64 Years at Increased Risk,Overall,31.0,29.3 to 32.6,
Pneumococcal,Counties,Hyde,46069,2019,18-64 Years at Increased Risk,Overall,35.8,33.7 to 38.0,
Pneumococcal,Counties,Iberia Parish,22045,2019,18-64 Years at Increased Risk,Overall,28.8,27.5 to 30.3,
Pneumococcal,Counties,Iberville Parish,22047,2019,18-64 Years at Increased Risk,Overall,29.3,27.8 to 30.8,
Pneumococcal,Counties,Ida,19093,2019,18-64 Years at Increased Risk,Overall,33.5,31.3 to 35.8,
Pneumococcal,States/Local Areas,Idaho,16,2019,18-64 Years at Increased Risk,Overall,28.8,24.7 to 32.9,1040
Pneumococcal,Counties,Idaho,16049,2019,18-64 Years at Increased Risk,Overall,29.9,28.0 to 31.9,
Pneumococcal,States/Local Areas,Illinois,17,2019,18-64 Years at Increased Risk,Overall,31.8,28.7 to 35.0,1088
Pneumococcal,States/Local Areas,IL-Cook County,1711,2019,18-64 Years at Increased Risk,Overall,29.9,24.8 to 34.9,398
Pneumococcal,States/Local Areas,IL-Rest of state,172,2019,18-64 Years at Increased Risk,Overall,33.6,29.3 to 37.9,609
Pneumococcal,Counties,Imperial,06025,2019,18-64 Years at Increased Risk,Overall,26.5,24.6 to 28.7,
Pneumococcal,Counties,Independence,05063,2019,18-64 Years at Increased Risk,Overall,28.7,26.9 to 30.6,
Pneumococcal,Counties,Indian River,12061,2019,18-64 Years at Increased Risk,Overall,26.5,25.2 to 27.8,
Pneumococcal,States/Local Areas,Indiana,18,2019,18-64 Years at Increased Risk,Overall,31.9,29.3 to 34.5,1802
Pneumococcal,Counties,Indiana,42063,2019,18-64 Years at Increased Risk,Overall,35.1,32.6 to 37.4,
Pneumococcal,Counties,Ingham,26065,2019,18-64 Years at Increased Risk,Overall,35.1,33.5 to 36.6,
Pneumococcal,Counties,Inyo,06027,2019,18-64 Years at Increased Risk,Overall,31.8,30.3 to 33.2,
Pneumococcal,Counties,Ionia,26067,2019,18-64 Years at Increased Risk,Overall,33.0,31.1 to 34.9,
Pneumococcal,Counties,Iosco,26069,2019,18-64 Years at Increased Risk,Overall,34.8,32.7 to 37.0,
Pneumococcal,States/Local Areas,Iowa,19,2019,18-64 Years at Increased Risk,Overall,33.9,31.5 to 36.3,1862
Pneumococcal,Counties,Iowa,19095,2019,18-64 Years at Increased Risk,Overall,35.3,33.2 to 37.4,
Pneumococcal,Counties,Iowa,55049,2019,18-64 Years at Increased Risk,Overall,38.3,35.8 to 40.6,
Pneumococcal,Counties,Iredell,37097,2019,18-64 Years at Increased Risk,Overall,35.3,33.7 to 37.0,
Pneumococcal,Counties,Irion,48235,2019,18-64 Years at Increased Risk,Overall,31.6,30.4 to 32.8,
Pneumococcal,Counties,Iron,26071,2019,18-64 Years at Increased Risk,Overall,34.8,32.5 to 37.1,
Pneumococcal,Counties,Iron,29093,2019,18-64 Years at Increased Risk,Overall,34.1,31.9 to 36.1,
Pneumococcal,Counties,Iron,49021,2019,18-64 Years at Increased Risk,Overall,33.2,31.3 to 35.3,
Pneumococcal,Counties,Iron,55051,2019,18-64 Years at Increased Risk,Overall,39.1,36.5 to 41.6,
Pneumococcal,Counties,Iroquois,17075,2019,18-64 Years at Increased Risk,Overall,31.2,29.3 to 33.2,
Pneumococcal,Counties,Irwin,13155,2019,18-64 Years at Increased Risk,Overall,28.4,26.8 to 29.9,
Pneumococcal,Counties,Isabella,26073,2019,18-64 Years at Increased Risk,Overall,35.2,32.8 to 37.9,
Pneumococcal,Counties,Isanti,27059,2019,18-64 Years at Increased Risk,Overall,30.9,28.9 to 32.9,
Pneumococcal,Counties,Island,53029,2019,18-64 Years at Increased Risk,Overall,38.2,36.5 to 39.7,
Pneumococcal,Counties,Isle of Wight,51093,2019,18-64 Years at Increased Risk,Overall,34.5,32.8 to 36.2,
Pneumococcal,Counties,Issaquena,28055,2019,18-64 Years at Increased Risk,Overall,22.8,21.6 to 24.1,
Pneumococcal,Counties,Itasca,27061,2019,18-64 Years at Increased Risk,Overall,32.2,30.3 to 34.1,
Pneumococcal,Counties,Itawamba,28057,2019,18-64 Years at Increased Risk,Overall,28.3,26.3 to 30.3,
Pneumococcal,Counties,Izard,05065,2019,18-64 Years at Increased Risk,Overall,29.9,27.9 to 31.9,
Pneumococcal,Counties,Jack,48237,2019,18-64 Years at Increased Risk,Overall,28.7,27.0 to 30.5,
Pneumococcal,Counties,Jackson,01071,2019,18-64 Years at Increased Risk,Overall,30.5,28.6 to 32.5,
Pneumococcal,Counties,Jackson,05067,2019,18-64 Years at Increased Risk,Overall,29.8,28.1 to 31.6,
Pneumococcal,Counties,Jackson,08057,2019,18-64 Years at Increased Risk,Overall,34.0,32.0 to 36.1,
Pneumococcal,Counties,Jackson,12063,2019,18-64 Years at Increased Risk,Overall,27.6,26.4 to 28.8,
Pneumococcal,Counties,Jackson,13157,2019,18-64 Years at Increased Risk,Overall,29.8,28.2 to 31.5,
Pneumococcal,Counties,Jackson,17077,2019,18-64 Years at Increased Risk,Overall,30.5,28.7 to 32.3,
Pneumococcal,Counties,Jackson,18071,2019,18-64 Years at Increased Risk,Overall,31.2,29.5 to 33.1,
Pneumococcal,Counties,Jackson,19097,2019,18-64 Years at Increased Risk,Overall,34.5,32.3 to 36.7,
Pneumococcal,Counties,Jackson,20085,2019,18-64 Years at Increased Risk,Overall,33.8,31.9 to 35.7,
Pneumococcal,Counties,Jackson,21109,2019,18-64 Years at Increased Risk,Overall,33.0,30.8 to 35.1,
Pneumococcal,Counties,Jackson,26075,2019,18-64 Years at Increased Risk,Overall,35.1,33.5 to 36.7,
Pneumococcal,Counties,Jackson,27063,2019,18-64 Years at Increased Risk,Overall,34.0,31.9 to 36.2,
Pneumococcal,Counties,Jackson,28059,2019,18-64 Years at Increased Risk,Overall,25.7,24.4 to 27.0,
Pneumococcal,Counties,Jackson,29095,2019,18-64 Years at Increased Risk,Overall,35.3,34.2 to 36.5,
Pneumococcal,Counties,Jackson,37099,2019,18-64 Years at Increased Risk,Overall,35.8,33.5 to 38.0,
Pneumococcal,Counties,Jackson,39079,2019,18-64 Years at Increased Risk,Overall,34.0,32.0 to 36.1,
Pneumococcal,Counties,Jackson,40065,2019,18-64 Years at Increased Risk,Overall,33.9,32.4 to 35.4,
Pneumococcal,Counties,Jackson,41029,2019,18-64 Years at Increased Risk,Overall,32.7,31.1 to 34.3,
Pneumococcal,Counties,Jackson,46071,2019,18-64 Years at Increased Risk,Overall,27.3,25.9 to 28.7,
Pneumococcal,Counties,Jackson,47087,2019,18-64 Years at Increased Risk,Overall,33.7,31.4 to 35.9,
Pneumococcal,Counties,Jackson,48239,2019,18-64 Years at Increased Risk,Overall,31.3,29.8 to 32.9,
Pneumococcal,Counties,Jackson,54035,2019,18-64 Years at Increased Risk,Overall,38.9,36.6 to 41.2,
Pneumococcal,Counties,Jackson,55053,2019,18-64 Years at Increased Risk,Overall,35.4,33.4 to 37.3,
Pneumococcal,Counties,Jackson Parish,22049,2019,18-64 Years at Increased Risk,Overall,29.3,27.5 to 31.0,
Pneumococcal,Counties,James City,51095,2019,18-64 Years at Increased Risk,Overall,38.0,36.4 to 39.7,
Pneumococcal,Counties,Jasper,13159,2019,18-64 Years at Increased Risk,Overall,31.7,29.8 to 33.5,
Pneumococcal,Counties,Jasper,17079,2019,18-64 Years at Increased Risk,Overall,31.9,29.6 to 34.1,
Pneumococcal,Counties,Jasper,18073,2019,18-64 Years at Increased Risk,Overall,29.7,27.8 to 31.6,
Pneumococcal,Counties,Jasper,19099,2019,18-64 Years at Increased Risk,Overall,32.7,30.6 to 34.6,
Pneumococcal,Counties,Jasper,28061,2019,18-64 Years at Increased Risk,Overall,24.2,22.8 to 25.6,
Pneumococcal,Counties,Jasper,29097,2019,18-64 Years at Increased Risk,Overall,32.4,30.7 to 34.1,
Pneumococcal,Counties,Jasper,45053,2019,18-64 Years at Increased Risk,Overall,28.6,27.3 to 30.0,
Pneumococcal,Counties,Jasper,48241,2019,18-64 Years at Increased Risk,Overall,27.6,26.2 to 29.1,
Pneumococcal,Counties,Jay,18075,2019,18-64 Years at Increased Risk,Overall,29.8,27.8 to 31.9,
Pneumococcal,Counties,Jeff Davis,13161,2019,18-64 Years at Increased Risk,Overall,27.4,25.9 to 29.0,
Pneumococcal,Counties,Jeff Davis,48243,2019,18-64 Years at Increased Risk,Overall,31.7,30.0 to 33.5,
Pneumococcal,Counties,Jefferson,01073,2019,18-64 Years at Increased Risk,Overall,32.1,30.9 to 33.2,
Pneumococcal,Counties,Jefferson,05069,2019,18-64 Years at Increased Risk,Overall,28.7,27.3 to 30.0,
Pneumococcal,Counties,Jefferson,08059,2019,18-64 Years at Increased Risk,Overall,33.2,32.1 to 34.4,
Pneumococcal,Counties,Jefferson,12065,2019,18-64 Years at Increased Risk,Overall,26.9,25.4 to 28.3,
Pneumococcal,Counties,Jefferson,13163,2019,18-64 Years at Increased Risk,Overall,28.3,26.7 to 29.8,
Pneumococcal,Counties,Jefferson,16051,2019,18-64 Years at Increased Risk,Overall,26.9,25.2 to 28.6,
Pneumococcal,Counties,Jefferson,17081,2019,18-64 Years at Increased Risk,Overall,30.4,28.3 to 32.3,
Pneumococcal,Counties,Jefferson,18077,2019,18-64 Years at Increased Risk,Overall,33.4,31.4 to 35.4,
Pneumococcal,Counties,Jefferson,19101,2019,18-64 Years at Increased Risk,Overall,34.9,33.0 to 36.9,
Pneumococcal,Counties,Jefferson,20087,2019,18-64 Years at Increased Risk,Overall,34.9,32.9 to 37.0,
Pneumococcal,Counties,Jefferson,21111,2019,18-64 Years at Increased Risk,Overall,33.6,32.4 to 34.8,
Pneumococcal,Counties,Jefferson,28063,2019,18-64 Years at Increased Risk,Overall,23.2,21.5 to 24.9,
Pneumococcal,Counties,Jefferson,29099,2019,18-64 Years at Increased Risk,Overall,37.1,35.0 to 39.2,
Pneumococcal,Counties,Jefferson,30043,2019,18-64 Years at Increased Risk,Overall,38.1,36.0 to 40.2,
Pneumococcal,Counties,Jefferson,31095,2019,18-64 Years at Increased Risk,Overall,32.6,30.7 to 34.5,
Pneumococcal,Counties,Jefferson,36045,2019,18-64 Years at Increased Risk,Overall,32.0,30.3 to 33.7,
Pneumococcal,Counties,Jefferson,39081,2019,18-64 Years at Increased Risk,Overall,34.1,32.1 to 35.9,
Pneumococcal,Counties,Jefferson,40067,2019,18-64 Years at Increased Risk,Overall,34.3,32.6 to 36.2,
Pneumococcal,Counties,Jefferson,41031,2019,18-64 Years at Increased Risk,Overall,34.1,32.6 to 35.5,
Pneumococcal,Counties,Jefferson,42065,2019,18-64 Years at Increased Risk,Overall,32.3,30.1 to 34.5,
Pneumococcal,Counties,Jefferson,47089,2019,18-64 Years at Increased Risk,Overall,33.3,31.3 to 35.3,
Pneumococcal,Counties,Jefferson,48245,2019,18-64 Years at Increased Risk,Overall,26.6,25.6 to 27.6,
Pneumococcal,Counties,Jefferson,53031,2019,18-64 Years at Increased Risk,Overall,38.2,36.1 to 40.2,
Pneumococcal,Counties,Jefferson,54037,2019,18-64 Years at Increased Risk,Overall,38.1,36.1 to 40.0,
Pneumococcal,Counties,Jefferson,55055,2019,18-64 Years at Increased Risk,Overall,40.0,37.9 to 42.0,
Pneumococcal,Counties,Jefferson Davis,28065,2019,18-64 Years at Increased Risk,Overall,25.7,24.2 to 27.3,
Pneumococcal,Counties,Jefferson Davis Parish,22053,2019,18-64 Years at Increased Risk,Overall,30.4,28.5 to 32.3,
Pneumococcal,Counties,Jefferson Parish,22051,2019,18-64 Years at Increased Risk,Overall,34.1,32.8 to 35.3,
Pneumococcal,Counties,Jenkins,13165,2019,18-64 Years at Increased Risk,Overall,28.3,26.9 to 29.8,
Pneumococcal,Counties,Jennings,18079,2019,18-64 Years at Increased Risk,Overall,33.4,31.4 to 35.6,
Pneumococcal,Counties,Jerauld,46073,2019,18-64 Years at Increased Risk,Overall,34.0,31.8 to 36.0,
Pneumococcal,Counties,Jerome,16053,2019,18-64 Years at Increased Risk,Overall,25.6,24.1 to 27.1,
Pneumococcal,Counties,Jersey,17083,2019,18-64 Years at Increased Risk,Overall,32.8,30.6 to 35.0,
Pneumococcal,Counties,Jessamine,21113,2019,18-64 Years at Increased Risk,Overall,36.8,34.7 to 38.8,
Pneumococcal,Counties,Jewell,20089,2019,18-64 Years at Increased Risk,Overall,34.2,32.0 to 36.6,
Pneumococcal,Counties,Jim Hogg,48247,2019,18-64 Years at Increased Risk,Overall,24.9,23.4 to 26.4,
Pneumococcal,Counties,Jim Wells,48249,2019,18-64 Years at Increased Risk,Overall,27.3,25.4 to 29.2,
Pneumococcal,Counties,Jo Daviess,17085,2019,18-64 Years at Increased Risk,Overall,33.5,31.3 to 35.8,
Pneumococcal,Counties,Johnson,05071,2019,18-64 Years at Increased Risk,Overall,27.1,25.6 to 28.8,
Pneumococcal,Counties,Johnson,13167,2019,18-64 Years at Increased Risk,Overall,26.7,25.2 to 28.1,
Pneumococcal,Counties,Johnson,17087,2019,18-64 Years at Increased Risk,Overall,31.3,29.2 to 33.4,
Pneumococcal,Counties,Johnson,18081,2019,18-64 Years at Increased Risk,Overall,33.9,32.0 to 35.6,
Pneumococcal,Counties,Johnson,19103,2019,18-64 Years at Increased Risk,Overall,36.7,34.9 to 38.5,
Pneumococcal,Counties,Johnson,20091,2019,18-64 Years at Increased Risk,Overall,37.6,36.4 to 38.8,
Pneumococcal,Counties,Johnson,21115,2019,18-64 Years at Increased Risk,Overall,31.8,29.5 to 34.0,
Pneumococcal,Counties,Johnson,29101,2019,18-64 Years at Increased Risk,Overall,36.4,34.5 to 38.4,
Pneumococcal,Counties,Johnson,31097,2019,18-64 Years at Increased Risk,Overall,32.3,30.5 to 33.9,
Pneumococcal,Counties,Johnson,47091,2019,18-64 Years at Increased Risk,Overall,33.9,31.8 to 36.1,
Pneumococcal,Counties,Johnson,48251,2019,18-64 Years at Increased Risk,Overall,31.2,29.7 to 32.8,
Pneumococcal,Counties,Johnson,56019,2019,18-64 Years at Increased Risk,Overall,34.1,32.1 to 36.1,
Pneumococcal,Counties,Johnston,37101,2019,18-64 Years at Increased Risk,Overall,33.2,31.6 to 34.8,
Pneumococcal,Counties,Johnston,40069,2019,18-64 Years at Increased Risk,Overall,37.0,35.3 to 38.7,
Pneumococcal,Counties,Jones,13169,2019,18-64 Years at Increased Risk,Overall,31.4,29.7 to 33.1,
Pneumococcal,Counties,Jones,19105,2019,18-64 Years at Increased Risk,Overall,35.1,33.0 to 37.1,
Pneumococcal,Counties,Jones,28067,2019,18-64 Years at Increased Risk,Overall,27.2,25.8 to 28.7,
Pneumococcal,Counties,Jones,37103,2019,18-64 Years at Increased Risk,Overall,32.2,30.4 to 33.8,
Pneumococcal,Counties,Jones,46075,2019,18-64 Years at Increased Risk,Overall,35.1,33.0 to 37.3,
Pneumococcal,Counties,Jones,48253,2019,18-64 Years at Increased Risk,Overall,27.7,26.6 to 28.8,
Pneumococcal,Counties,Josephine,41033,2019,18-64 Years at Increased Risk,Overall,31.9,30.2 to 33.6,
Pneumococcal,Counties,Juab,49023,2019,18-64 Years at Increased Risk,Overall,31.9,29.9 to 34.0,
Pneumococcal,Counties,Judith Basin,30045,2019,18-64 Years at Increased Risk,Overall,37.5,35.3 to 39.8,
Pneumococcal,Counties,Juneau,55057,2019,18-64 Years at Increased Risk,Overall,37.3,35.0 to 39.4,
Pneumococcal,Counties,Juneau City and Borough,02110,2019,18-64 Years at Increased Risk,Overall,28.4,27.2 to 29.6,
Pneumococcal,Counties,Juniata,42067,2019,18-64 Years at Increased Risk,Overall,32.5,30.4 to 34.6,
Pneumococcal,Counties,Kalamazoo,26077,2019,18-64 Years at Increased Risk,Overall,37.1,35.2 to 38.8,
Pneumococcal,Counties,Kalawao,15005,2019,18-64 Years at Increased Risk,Overall,25.3,23.7 to 26.8,
Pneumococcal,Counties,Kalkaska,26079,2019,18-64 Years at Increased Risk,Overall,31.8,29.8 to 33.9,
Pneumococcal,Counties,Kanabec,27065,2019,18-64 Years at Increased Risk,Overall,34.9,32.7 to 37.1,
Pneumococcal,Counties,Kanawha,54039,2019,18-64 Years at Increased Risk,Overall,42.9,41.1 to 44.6,
Pneumococcal,Counties,Kandiyohi,27067,2019,18-64 Years at Increased Risk,Overall,32.6,30.7 to 34.2,
Pneumococcal,Counties,Kane,17089,2019,18-64 Years at Increased Risk,Overall,26.1,24.9 to 27.4,
Pneumococcal,Counties,Kane,49025,2019,18-64 Years at Increased Risk,Overall,35.4,33.5 to 37.4,
